customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00960,Female,0,No,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),67.2,1726.91,0
CUST-00961,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,51.0,2462.42,0
CUST-00962,Female,1,No,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.96,2794.15,0
CUST-00963,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.62,1886.1,1
CUST-00964,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),93.97,4654.55,0
CUST-00965,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,73.77,3932.43,0
CUST-00966,Male,1,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.89,146.35,0
CUST-00967,Female,1,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,64.76,1115.04,0
CUST-00968,Male,0,No,No,36,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,46.77,1621.05,0
CUST-00969,Female,1,No,No,3,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.5,152.76,0
CUST-00970,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,51.4,1828.18,0
CUST-00971,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,5858.4,1
CUST-00972,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.81,1983.72,0
CUST-00973,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),94.05,3958.49,0
CUST-00974,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),63.87,635.01,0
CUST-00975,Male,0,No,No,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),69.88,2762.21,0
CUST-00976,Male,1,Yes,No,55,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),65.76,3691.29,0
CUST-00977,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,54.4,742.85,0
CUST-00978,Male,0,No,No,53,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.49,3222.14,0
CUST-00979,Female,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),87.97,5562.4,0
CUST-00980,Female,0,No,Yes,64,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,77.39,4863.34,0
CUST-00981,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),111.15,6332.17,1
CUST-00982,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,67.27,1447.17,0
CUST-00983,Male,1,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,63.51,165.16,0
CUST-00984,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,81.02,5792.05,0
CUST-00985,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,91.4,4153.87,1
CUST-00986,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.43,790.89,0
CUST-00987,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,107.67,3185.4,0
CUST-00988,Male,1,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,7047.82,1
CUST-00989,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.2,7004.48,1
CUST-00990,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.29,5699.59,0
CUST-00991,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.78,271.36,0
CUST-00992,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.59,4762.01,0
CUST-00993,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,104.15,2633.01,1
CUST-00994,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,110.45,1637.27,0
CUST-00995,Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.74,619.95,1
CUST-00996,Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.57,1571.17,0
CUST-00997,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.95,733.73,0
CUST-00998,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),51.21,3057.99,0
CUST-00999,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.04,2172.93,0
CUST-01000,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),62.2,4362.14,0
CUST-01001,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),93.0,1066.44,0
CUST-01002,Female,0,Yes,Yes,66,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.87,4352.07,0
CUST-01003,Female,1,No,No,45,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,68.1,3011.47,0
CUST-01004,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.44,3421.15,1
CUST-01005,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.55,3478.21,0
CUST-01006,Female,1,No,Yes,44,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.41,2374.72,0
CUST-01007,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),32.87,2010.0,0
CUST-01008,Female,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),102.99,7201.4,0
CUST-01009,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.28,1592.6,0
CUST-01010,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,61.39,436.36,0
CUST-01011,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.2,4197.75,0
CUST-01012,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,21.11,340.02,0
CUST-01013,Female,1,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.53,1405.01,1
CUST-01014,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.82,536.81,1
CUST-01015,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),97.88,2713.23,0
CUST-01016,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,61.01,333.29,0
CUST-01017,Male,0,No,No,70,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.09,7426.16,0
CUST-01018,Female,0,No,No,42,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),32.49,1278.98,0
CUST-01019,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,95.39,3180.61,0
CUST-01020,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.45,4209.42,0
CUST-01021,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),98.65,3180.1,0
CUST-01022,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.83,1041.59,1
CUST-01023,Female,1,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.31,1836.08,0
CUST-01024,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,76.73,256.8,1
CUST-01025,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.83,3749.99,0
CUST-01026,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),84.99,5520.9,0
CUST-01027,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,57.31,3080.72,0
CUST-01028,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,46.97,2135.36,0
CUST-01029,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,86.73,893.24,1
CUST-01030,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.99,3660.46,0
CUST-01031,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),87.37,1911.03,0
CUST-01032,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.36,5006.58,0
CUST-01033,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,88.25,348.58,0
CUST-01034,Male,0,No,No,63,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,118.75,7526.02,0
CUST-01035,Male,0,No,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.7,2685.02,0
CUST-01036,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),54.51,3736.43,0
CUST-01037,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,58.02,3132.97,0
CUST-01038,Female,1,Yes,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,63.02,71.94,0
CUST-01039,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,75.98,427.12,0
CUST-01040,Male,1,No,No,55,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.11,6174.99,0
CUST-01041,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,66.63,168.55,1
CUST-01042,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),117.12,4320.25,1
CUST-01043,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.75,6545.92,1
CUST-01044,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,81.32,317.48,0
CUST-01045,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,92.0,4173.14,0
CUST-01046,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),59.91,489.94,0
CUST-01047,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.75,7529.48,0
CUST-01048,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.32,531.31,0
CUST-01049,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),105.6,4225.33,0
CUST-01050,Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,50.16,2056.71,0
CUST-01051,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.45,2862.7,0
CUST-01052,Female,1,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,105.5,5782.86,1
CUST-01053,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.24,1012.39,1
CUST-01054,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,58.46,105.04,0
CUST-01055,Female,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,63.26,0.0,0
CUST-01056,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),117.34,7397.87,0
CUST-01057,Female,0,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),61.8,1971.63,0
CUST-01058,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.07,2213.14,0
CUST-01059,Male,1,Yes,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,110.39,2133.72,1
CUST-01060,Female,0,No,Yes,35,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.29,2627.81,0
CUST-01061,Female,0,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.09,1820.8,1
CUST-01062,Female,0,Yes,Yes,46,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),118.75,5505.03,0
CUST-01063,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),53.87,0.0,0
CUST-01064,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.85,2064.5,0
CUST-01065,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,76.29,963.3,1
CUST-01066,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.06,3462.2,0
CUST-01067,Male,0,Yes,Yes,41,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.23,2284.15,0
CUST-01068,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),90.98,591.16,0
CUST-01069,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.88,4338.82,0
CUST-01070,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.26,4388.43,0
CUST-01071,Male,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.51,4770.26,0
CUST-01072,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.04,1089.67,1
CUST-01073,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.57,4229.65,0
CUST-01074,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.86,72.2,0
CUST-01075,Female,0,Yes,No,41,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,104.17,4269.19,1
CUST-01076,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,79.63,5481.51,0
CUST-01077,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),98.62,2610.99,1
CUST-01078,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.16,2528.34,0
CUST-01079,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.65,5182.81,1
CUST-01080,Female,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),33.47,956.48,0
CUST-01081,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.0,4054.9,1
CUST-01082,Male,1,Yes,Yes,68,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.49,5283.25,0
CUST-01083,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.92,76.45,0
CUST-01084,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),18.25,741.57,0
CUST-01085,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.88,5521.67,1
CUST-01086,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,102.24,5491.23,0
CUST-01087,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,75.3,2002.27,0
CUST-01088,Male,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,90.63,3646.82,1
CUST-01089,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.27,668.71,0
CUST-01090,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),75.28,2038.75,0
CUST-01091,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.12,3722.82,0
CUST-01092,Female,0,No,No,61,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,41.54,2574.39,0
CUST-01093,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,79.82,4294.56,0
CUST-01094,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,94.15,4828.95,0
CUST-01095,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.43,2187.58,0
CUST-01096,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,81.39,2836.41,0
CUST-01097,Male,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),47.24,2343.72,0
CUST-01098,Male,1,No,No,41,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.58,3161.28,0
CUST-01099,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,53.78,671.94,0
CUST-01100,Male,1,No,No,32,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,61.52,1932.92,0
CUST-01101,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,86.52,1409.79,0
CUST-01102,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),30.27,978.38,0
CUST-01103,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.04,3463.36,0
CUST-01104,Female,1,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,3562.88,0
CUST-01105,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),67.33,744.16,0
CUST-01106,Male,0,Yes,No,23,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,54.83,1227.6,0
CUST-01107,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.18,5063.54,1
CUST-01108,Female,0,No,No,68,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.76,3590.67,0
CUST-01109,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,50.26,3087.6,0
CUST-01110,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),67.3,1223.66,0
CUST-01111,Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,67.51,351.8,1
CUST-01112,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.15,4211.52,0
CUST-01113,Male,1,Yes,No,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.82,2624.48,0
CUST-01114,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.0,1216.17,1
CUST-01115,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.71,1828.1,1
CUST-01116,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,41.39,51.44,0
CUST-01117,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,72.69,1160.34,0
CUST-01118,Female,1,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.82,346.61,0
CUST-01119,Male,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,112.52,1748.85,1
CUST-01120,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,48.53,2899.69,0
CUST-01121,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.74,5907.49,0
CUST-01122,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,76.28,1226.53,1
CUST-01123,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.59,2525.38,0
CUST-01124,Female,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.62,4004.94,1
CUST-01125,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.75,7504.18,1
CUST-01126,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),51.99,223.12,0
CUST-01127,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,95.98,5563.12,0
CUST-01128,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.98,2477.61,0
CUST-01129,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,105.81,2077.86,0
CUST-01130,Male,0,No,No,22,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,104.68,2289.07,0
CUST-01131,Female,0,No,No,56,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,103.01,5816.63,0
CUST-01132,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,37.34,2424.2,0
CUST-01133,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.32,1696.5,0
CUST-01134,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,60.4,1511.2,0
CUST-01135,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,55.8,259.54,0
CUST-01136,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),105.99,2081.18,0
CUST-01137,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,34.44,2417.0,0
CUST-01138,Female,1,No,No,40,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.3,3388.66,1
